"V7","strain"
0.005238583,0
0.005236646,-0.000381183632358508
0.005238028,-0.000571775448529297
0.005238416,-0.000762367264700087
0.005240185,-0.0010482549889732
0.005241291,-0.00123884680516092
0.005242286,-0.00171532634560482
0.005241402,-0.00190591816177561
0.005244555,-0.00190591816177561
0.005245052,-0.0020965099779464
0.0052445,-0.00238239770221951
0.005244774,-0.00266828542649262
0.00524671,-0.00276358133457802
0.005244995,-0.00295417315074881
0.005247265,-0.00314476496693653
0.005244,-0.00333535678310732
0.005243113,-0.00343065269119271
0.005242947,-0.00362124450738043
0.005239624,-0.00524127494488293
0.005237191,-0.00428831586399512
0.005237578,-0.00447890768018284
0.00524062,-0.00466949949635363
0.005238961,-0.00466949949635363
0.005239568,-0.00486009131254135
0.005240067,-0.00505068312871214
0.005240674,-0.00514597903679753
0.00524145,-0.00533657085298525
0.00524189,-0.00543186676107064
0.005242554,-0.00562245857724143
0.005242998,-0.00571775448534376
0.005243882,-0.00590834630151455
0.005244768,-0.00609893811768534
0.005245265,-0.00609893811768534
0.005245432,-0.00619423402578766
0.005246538,-0.00638482584195845
0.005247144,-0.00657541765812924
0.005247588,-0.00667071356623156
0.00524814,-0.00676600947431696
0.00524875,-0.00695660129048775
0.005249358,-0.00705189719859007
0.0052498,-0.00714719310667546
0.005247698,-0.00733778492284625
0.005244875,-0.00752837673903397
0.005240117,-0.00762367264711937
0.005237017,-0.00771896855520476
0.005235744,-0.00790956037137555
0.005235191,-0.00800485627947787
0.005235744,-0.00810015218756327
0.005236464,-0.00819544809564866
0.005236962,-0.00829074400373406
0.005237792,-0.00848133581992178
0.005238343,-0.00857663172800717
0.005238953,-0.00867192763609257
0.005239119,-0.00867192763609257
0.00523956,-0.00876722354417796
0.005240169,-0.00895781536036568
0.005241054,-0.00914840717653647
0.005241496,-0.00924370308462186
0.005241993,-0.00933899899272419
0.00524227,-0.00943429490080958
0.005242712,-0.00952959080889498
0.0052431,-0.00962488671698037
0.005243708,-0.00981547853316809
0.005244096,-0.00991077444125348
0.005244538,-0.0100060703493389
0.005245201,-0.0101966621655266
0.00524581,-0.010291958073612
0.005246086,-0.0103872539816974
0.005246528,-0.0104825498897828
0.005247137,-0.0105778457978682
0.00524769,-0.0107684376140559
0.005248464,-0.0108637335221413
0.005249018,-0.0109590294302267
0.005248741,-0.0110543253383121
0.005246804,-0.0111496212464144
0.005247192,-0.0113402130625852
0.005244259,-0.0113402130625852
0.005241934,-0.0114355089706706
0.005238836,-0.0116261007868583
0.005238392,-0.0117213966949437
0.005235072,-0.0117213966949437
0.00523557,-0.0119119885111145
0.005236622,-0.0119119885111145
0.00523629,-0.0121025803273022
0.005236731,-0.0121978762353876
0.005237119,-0.012293172143473
0.005237561,-0.0123884680515584
0.02922576,-0.00562245857724143
0.1840505,0.0389760264083992
0.3584974,0.0810015218756496
0.5329414,0.115403344695781
0.7073919,0.144754484387199
0.8818366,0.170389083663136
1.056286,0.193355397512596
1.230731,0.214129905475991
1.405178,0.233379678909968
1.579625,0.2512953096307
1.754071,0.268162685362458
1.928519,0.284077102013328
2.102965,0.299324447307567
2.277412,0.313809425337089
2.451858,0.327817923826167
2.626306,0.34115935095863
2.800752,0.354310186274922
2.975202,0.367079837958839
3.149648,0.379468306010414
3.324092,0.391570886337716
3.49854,0.40329228303266
3.672988,0.414727792003348
3.847434,0.426068005065933
4.021881,0.437122330404262
4.196328,0.448081359834489
4.370775,0.458659205632374
4.54522,0.469237051430259
4.719667,0.479624305411956
4.894116,0.48972567166938
5.068562,0.499731742018736
5.243008,0.50964251645999
5.417456,0.519457994993158
5.591902,0.528987585802053
5.766348,0.53861247251905
5.940796,0.547951471511774
6.115242,0.557290470504498
6.28969,0.56634358177295
6.464137,0.575396693041401
6.638582,0.584354508401766
6.81303,0.593121731945961
6.987476,0.601888955490139
7.161924,0.610370291310061
7.336371,0.61904221894617
7.510818,0.627332962949904
7.685264,0.635814298769826
7.859711,0.64391445095739
8.034158,0.652109899053055
8.208603,0.660305347148704
8.383051,0.668310203428182
8.557499,0.676315059707659
8.731945,0.684034028262864
8.906391,0.691848292726154
9.080842,0.699662557189462
9.255288,0.707286229836581
9.429734,0.7149099024837
9.604181,0.722342983314649
9.778626,0.729871360053683
9.953071,0.7373997367927
10.12752,0.744737521715563
10.30196,0.752170602546495
10.47642,0.75931779565317
10.65087,0.766560284667948
10.82533,0.773802773682709
10.99979,0.780854670881299
11.17425,0.78809715989606
11.34871,0.795053761186547
11.52316,0.802010362477052
11.69763,0.80896696376754
11.87209,0.815923565058044
12.04655,0.822880166348549
12.22101,0.829741471730951
12.39547,0.836412185297183
12.56992,0.843082898863415
12.74437,0.849753612429646
12.91883,0.856424325995878
13.09329,0.863190335470195
13.26774,0.869765753128324
13.44221,0.876245874878385
13.61666,0.882916588444616
13.79112,0.889587302010848
13.96558,0.896067423760892
14.14004,0.902738137327123
14.3145,0.909122963169082
14.48896,0.915603084919142
14.66342,0.922083206669186
14.83788,0.928563328419247
15.00798,0.934757562445035
15.17808,0.941047092378908
15.35254,0.947431918220866
15.52699,0.953721448154739
15.70145,0.960106273996698
15.87591,0.966491099838673
16.05037,0.972780629772546
16.22483,0.979165455614505
16.39929,0.985359689640292
16.57375,0.99155392366608
16.74821,0.997843453599953
16.92267,1.00413298353383
17.09712,1.01032721755961
17.27159,1.01661674749349
17.44604,1.02271568561117
17.62051,1.02881462372887
17.79496,1.03510415366275
17.96942,1.04129838768854
18.14388,1.04739732580624
18.31834,1.05359155983201
18.4928,1.05969049794971
18.66726,1.06569414015933
18.84172,1.07179307827701
19.01618,1.0779873123028
19.19064,1.0839909545124
19.3651,1.0900898926301
19.53956,1.0961888307478
19.71402,1.10209717704932
19.88848,1.10819611516702
20.06294,1.11429505328471
20.2374,1.12029869549432
20.41185,1.12630233770392
20.58631,1.13240127582163
20.76077,1.13840491803123
20.93523,1.14440856024084
21.10966,1.15060279426661
21.2841,1.15670173238432
21.45854,1.1628959664101
21.63297,1.16928079225206
21.8074,1.17557032218594
21.98184,1.18176455621172
22.15627,1.1880540861456
22.3307,1.19424832017138
22.50514,1.20053785010526
22.67957,1.20692267594721
22.85401,1.213116909973
23.02844,1.2192158480907
23.20288,1.22550537802458
23.37732,1.23160431614228
23.55174,1.23770325425997
23.72618,1.24389748828575
23.90062,1.25009172231154
24.07505,1.25628595633733
24.24948,1.2625754862712
24.42392,1.2686744243889
24.59835,1.27477336250659
24.77279,1.28096759653238
24.94722,1.28706653465008
25.12166,1.29297488095159
25.29609,1.29907381906928
25.47053,1.30517275718698
25.64496,1.3111763993966
25.8194,1.31727533751428
25.99383,1.32346957154007
26.16826,1.32947321374967
26.3427,1.33557215186737
26.51713,1.34176638589316
26.69156,1.34777002810276
26.866,1.35386896622046
27.04043,1.36006320024625
27.21487,1.36616213836395
27.3893,1.37216578057355
27.56374,1.37836001459934
27.73817,1.38455424862513
27.9126,1.39065318674281
28.08704,1.39694271667669
